Year,Month,Region,Model,Units_Sold,Avg_Price_EUR,Revenue_EUR,BEV_Share,Premium_Share,GDP_Growth,Fuel_Price_Index,Date
2019,December,USA,5 Series,4842,62459.0,302426478.0,0.038,18.66,2.62,1.07,2019-12-01
2019,December,USA,X3,3891,59449.0,231316059.0,0.044,18.66,2.62,1.07,2019-12-01
2019,December,USA,X5,11808,69702.0,823041216.0,0.046,18.66,2.62,1.07,2019-12-01
2019,December,USA,X7,9504,92497.0,879091488.0,0.057,18.66,2.62,1.07,2019-12-01
2019,December,USA,i4,4919,64866.0,319075854.0,0.057,18.66,2.62,1.07,2019-12-01
2019,December,USA,iX,13143,76448.0,1004756064.0,0.052,18.66,2.62,1.07,2019-12-01
2019,December,USA,MINI,11576,41563.0,481133288.0,0.047,18.66,2.62,1.07,2019-12-01
2019,December,RestOfWorld,3 Series,4677,48343.0,226100211.0,0.046,6.48,3.45,1.02,2019-12-01
2019,December,RestOfWorld,5 Series,10084,61104.0,616172736.0,0.038,6.48,3.45,1.02,2019-12-01
2019,December,RestOfWorld,X3,7373,57856.0,426572288.0,0.028,6.48,3.45,1.02,2019-12-01
2019,December,RestOfWorld,X5,11873,68998.0,819213254.0,0.039,6.48,3.45,1.02,2019-12-01
2019,December,RestOfWorld,X7,9036,90222.0,815245992.0,0.047,6.48,3.45,1.02,2019-12-01
2019,December,RestOfWorld,i4,10836,66350.0,718968600.0,0.035,6.48,3.45,1.02,2019-12-01
2019,December,RestOfWorld,iX,4453,74461.0,331574833.0,0.055,6.48,3.45,1.02,2019-12-01
2019,December,RestOfWorld,MINI,4112,41681.0,171392272.0,0.049,6.48,3.45,1.02,2019-12-01
2020,January,Europe,3 Series,5799,48242.0,279755358.0,0.064,17.8,2.26,1.09,2020-01-01
2020,January,Europe,5 Series,5783,62894.0,363716002.0,0.057,17.8,2.26,1.09,2020-01-01
2020,January,Europe,X3,7713,58607.0,452035791.0,0.052,17.8,2.26,1.09,2020-01-01
2020,January,Europe,X5,3666,68635.0,251615910.0,0.063,17.8,2.26,1.09,2020-01-01
2020,January,Europe,X7,6545,93739.0,613521755.0,0.084,17.8,2.26,1.09,2020-01-01
2020,January,Europe,i4,2523,66267.0,167191641.0,0.101,17.8,2.26,1.09,2020-01-01
2020,January,Europe,iX,9127,76219.0,695650813.0,0.067,17.8,2.26,1.09,2020-01-01
2020,January,Europe,MINI,8464,43740.0,370215360.0,0.078,17.8,2.26,1.09,2020-01-01
2020,January,China,3 Series,4359,49759.0,216899481.0,0.071,14.05,0.65,1.11,2020-01-01
2020,January,China,5 Series,6242,61463.0,383652046.0,0.082,14.05,0.65,1.11,2020-01-01
2020,January,China,X3,3578,58884.0,210686952.0,0.062,14.05,0.65,1.11,2020-01-01
2020,January,China,X5,9635,68399.0,659024365.0,0.074,14.05,0.65,1.11,2020-01-01
2020,January,China,X7,5956,93843.0,558928908.0,0.075,14.05,0.65,1.11,2020-01-01
2020,January,China,i4,10405,64178.0,667772090.0,0.07,14.05,0.65,1.11,2020-01-01
2020,January,China,iX,10167,74257.0,754970919.0,0.069,14.05,0.65,1.11,2020-01-01
2020,January,China,MINI,4842,41850.0,202637700.0,0.066,14.05,0.65,1.11,2020-01-01
2020,January,USA,3 Series,4701,47731.0,224383431.0,0.077,14.91,2.96,1.06,2020-01-01
2020,January,USA,5 Series,3307,62043.0,205176201.0,0.067,14.91,2.96,1.06,2020-01-01
2020,January,USA,X3,8905,58156.0,517879180.0,0.069,14.91,2.96,1.06,2020-01-01
2020,January,USA,X5,6351,70055.0,444919305.0,0.074,14.91,2.96,1.06,2020-01-01
2020,January,USA,X7,12076,92352.0,1115242752.0,0.058,14.91,2.96,1.06,2020-01-01
2020,January,USA,i4,4463,65721.0,293312823.0,0.071,14.91,2.96,1.06,2020-01-01
2020,January,USA,iX,11133,73946.0,823240818.0,0.076,14.91,2.96,1.06,2020-01-01
2020,January,USA,MINI,3966,43180.0,171251880.0,0.075,14.91,2.96,1.06,2020-01-01
2020,January,RestOfWorld,3 Series,2878,47982.0,138092196.0,0.058,6.93,1.74,1.07,2020-01-01
2020,January,RestOfWorld,5 Series,12078,63708.0,769465224.0,0.072,6.93,1.74,1.07,2020-01-01
2020,January,RestOfWorld,X3,9189,56995.0,523727055.0,0.073,6.93,1.74,1.07,2020-01-01
2020,January,RestOfWorld,X5,9216,69320.0,638853120.0,0.066,6.93,1.74,1.07,2020-01-01
2020,January,RestOfWorld,X7,5709,91784.0,523994856.0,0.073,6.93,1.74,1.07,2020-01-01
2020,January,RestOfWorld,i4,9470,65834.0,623447980.0,0.079,6.93,1.74,1.07,2020-01-01
2020,January,RestOfWorld,iX,11771,73656.0,867004776.0,0.065,6.93,1.74,1.07,2020-01-01
2020,January,RestOfWorld,MINI,5196,42211.0,219328356.0,0.069,6.93,1.74,1.07,2020-01-01
2020,February,Europe,3 Series,6172,46976.0,289935872.0,0.066,16.47,4.66,1.15,2020-02-01
2020,February,Europe,5 Series,3732,61043.0,227812476.0,0.073,16.47,4.66,1.15,2020-02-01
2020,February,Europe,X3,4491,59375.0,266653125.0,0.069,16.47,4.66,1.15,2020-02-01
2020,February,Europe,X5,8425,69867.0,588629475.0,0.058,16.47,4.66,1.15,2020-02-01
2020,February,Europe,X7,9733,91610.0,891640130.0,0.069,16.47,4.66,1.15,2020-02-01
2020,February,Europe,i4,10699,64239.0,687293061.0,0.051,16.47,4.66,1.15,2020-02-01
2020,February,Europe,iX,4988,75808.0,378130304.0,0.072,16.47,4.66,1.15,2020-02-01
2020,February,Europe,MINI,9205,43825.0,403409125.0,0.046,16.47,4.66,1.15,2020-02-01
2020,February,China,3 Series,7249,48819.0,353888931.0,0.075,17.19,3.54,1.11,2020-02-01
2020,February,China,5 Series,11675,60364.0,704749700.0,0.076,17.19,3.54,1.11,2020-02-01
2020,February,China,X3,6805,56115.0,381862575.0,0.068,17.19,3.54,1.11,2020-02-01
2020,February,China,X5,9651,70920.0,684448920.0,0.068,17.19,3.54,1.11,2020-02-01
2020,February,China,X7,4918,93565.0,460152670.0,0.076,17.19,3.54,1.11,2020-02-01
2020,February,China,i4,4253,65334.0,277865502.0,0.041,17.19,3.54,1.11,2020-02-01
2020,February,China,iX,10756,76420.0,821973520.0,0.07,17.19,3.54,1.11,2020-02-01
2020,February,China,MINI,8403,40682.0,341850846.0,0.066,17.19,3.54,1.11,2020-02-01
2020,February,USA,3 Series,2795,49735.0,139009325.0,0.081,18.43,3.08,1.13,2020-02-01
2020,February,USA,5 Series,3217,61309.0,197231053.0,0.065,18.43,3.08,1.13,2020-02-01
2020,February,USA,X3,6698,57572.0,385617256.0,0.069,18.43,3.08,1.13,2020-02-01
2020,February,USA,X5,8704,69958.0,608914432.0,0.066,18.43,3.08,1.13,2020-02-01
2020,February,USA,X7,8225,90256.0,742355600.0,0.075,18.43,3.08,1.13,2020-02-01
2020,February,USA,i4,6290,63546.0,399704340.0,0.075,18.43,3.08,1.13,2020-02-01
2020,February,USA,iX,5714,76455.0,436863870.0,0.085,18.43,3.08,1.13,2020-02-01
2020,February,USA,MINI,9996,40413.0,403968348.0,0.063,18.43,3.08,1.13,2020-02-01
2020,February,RestOfWorld,3 Series,7964,47680.0,379723520.0,0.074,6.15,5.11,1.12,2020-02-01
2020,February,RestOfWorld,5 Series,10485,63451.0,665283735.0,0.078,6.15,5.11,1.12,2020-02-01
2020,February,RestOfWorld,X3,10395,57497.0,597681315.0,0.058,6.15,5.11,1.12,2020-02-01
2020,February,RestOfWorld,X5,5090,68313.0,347713170.0,0.069,6.15,5.11,1.12,2020-02-01
2020,February,RestOfWorld,X7,5489,91590.0,502737510.0,0.062,6.15,5.11,1.12,2020-02-01
2020,February,RestOfWorld,i4,11824,66701.0,788672624.0,0.065,6.15,5.11,1.12,2020-02-01
2020,February,RestOfWorld,iX,5316,75960.0,403803360.0,0.082,6.15,5.11,1.12,2020-02-01
2020,February,RestOfWorld,MINI,8347,40436.0,337519292.0,0.073,6.15,5.11,1.12,2020-02-01
2020,March,Europe,3 Series,3127,49081.0,153476287.0,0.04,15.31,4.48,1.09,2020-03-01
2020,March,Europe,5 Series,11836,61479.0,727665444.0,0.072,15.31,4.48,1.09,2020-03-01
2020,March,Europe,X3,4767,59085.0,281658195.0,0.072,15.31,4.48,1.09,2020-03-01
2020,March,Europe,X5,10558,70949.0,749079542.0,0.065,15.31,4.48,1.09,2020-03-01
2020,March,Europe,X7,13645,91053.0,1242418185.0,0.059,15.31,4.48,1.09,2020-03-01
2020,March,Europe,i4,10897,65307.0,711650379.0,0.06,15.31,4.48,1.09,2020-03-01
2020,March,Europe,iX,4346,74035.0,321756110.0,0.072,15.31,4.48,1.09,2020-03-01
2020,March,Europe,MINI,9964,43361.0,432049004.0,0.074,15.31,4.48,1.09,2020-03-01
2020,March,China,3 Series,11960,49797.0,595572120.0,0.077,14.38,3.34,1.07,2020-03-01
2020,March,China,5 Series,10321,63414.0,654495894.0,0.079,14.38,3.34,1.07,2020-03-01
2020,March,China,X3,13419,58987.0,791546553.0,0.049,14.38,3.34,1.07,2020-03-01
2020,March,China,X5,13502,68855.0,929680210.0,0.066,14.38,3.34,1.07,2020-03-01
2020,March,China,X7,9066,91697.0,831325002.0,0.072,14.38,3.34,1.07,2020-03-01
2020,March,China,i4,8188,64475.0,527921300.0,0.059,14.38,3.34,1.07,2020-03-01
2020,March,China,iX,13420,75671.0,1015504820.0,0.079,14.38,3.34,1.07,2020-03-01
2020,March,China,MINI,10017,42738.0,428106546.0,0.069,14.38,3.34,1.07,2020-03-01
2020,March,USA,3 Series,11186,46928.0,524936608.0,0.08,17.46,3.27,1.08,2020-03-01
2020,March,USA,5 Series,7120,63947.0,455302640.0,0.082,17.46,3.27,1.08,2020-03-01
2020,March,USA,X3,3523,57629.0,203026967.0,0.071,17.46,3.27,1.08,2020-03-01
2020,March,USA,X5,9715,67532.0,656073380.0,0.072,17.46,3.27,1.08,2020-03-01
2020,March,USA,X7,11219,92918.0,1042447042.0,0.07,17.46,3.27,1.08,2020-03-01
2020,March,USA,i4,5931,64023.0,379720413.0,0.06,17.46,3.27,1.08,2020-03-01
2020,March,USA,iX,9528,76839.0,732121992.0,0.06,17.46,3.27,1.08,2020-03-01
2020,March,USA,MINI,10019,40226.0,403024294.0,0.069,17.46,3.27,1.08,2020-03-01
2020,March,RestOfWorld,3 Series,5546,48945.0,271448970.0,0.048,6.54,2.49,1.1,2020-03-01
2020,March,RestOfWorld,5 Series,8073,63237.0,510512301.0,0.083,6.54,2.49,1.1,2020-03-01
2020,March,RestOfWorld,X3,7454,58668.0,437311272.0,0.067,6.54,2.49,1.1,2020-03-01
2020,March,RestOfWorld,X5,13861,68772.0,953248692.0,0.074,6.54,2.49,1.1,2020-03-01
2020,March,RestOfWorld,X7,12654,91827.0,1161978858.0,0.077,6.54,2.49,1.1,2020-03-01
2020,March,RestOfWorld,i4,11275,64051.0,722175025.0,0.068,6.54,2.49,1.1,2020-03-01
2020,March,RestOfWorld,iX,10457,75535.0,789869495.0,0.058,6.54,2.49,1.1,2020-03-01
2020,March,RestOfWorld,MINI,4618,41088.0,189744384.0,0.086,6.54,2.49,1.1,2020-03-01
2020,April,Europe,3 Series,10049,48612.0,488501988.0,0.075,16.57,2.67,1.12,2020-04-01
2020,April,Europe,5 Series,10555,62100.0,655465500.0,0.076,16.57,2.67,1.12,2020-04-01
2020,April,Europe,X3,6291,56674.0,356536134.0,0.072,16.57,2.67,1.12,2020-04-01
2020,April,Europe,X5,10662,67386.0,718469532.0,0.071,16.57,2.67,1.12,2020-04-01
2020,April,Europe,X7,4690,90883.0,426241270.0,0.077,16.57,2.67,1.12,2020-04-01
2020,April,Europe,i4,10274,63540.0,652809960.0,0.067,16.57,2.67,1.12,2020-04-01
2020,April,Europe,iX,11511,76904.0,885241944.0,0.069,16.57,2.67,1.12,2020-04-01
2020,April,Europe,MINI,6467,40118.0,259443106.0,0.065,16.57,2.67,1.12,2020-04-01
2020,April,China,3 Series,5281,47705.0,251930105.0,0.072,17.65,3.72,1.12,2020-04-01
2020,April,China,5 Series,8376,62222.0,521171472.0,0.081,17.65,3.72,1.12,2020-04-01
2020,April,China,X3,5329,57759.0,307797711.0,0.066,17.65,3.72,1.12,2020-04-01
2020,April,China,X5,4052,67664.0,274174528.0,0.064,17.65,3.72,1.12,2020-04-01
2020,April,China,X7,10799,93896.0,1013982904.0,0.062,17.65,3.72,1.12,2020-04-01
2020,April,China,i4,6252,65059.0,406748868.0,0.077,17.65,3.72,1.12,2020-04-01
2020,April,China,iX,3241,76718.0,248643038.0,0.08,17.65,3.72,1.12,2020-04-01
2020,April,China,MINI,9964,42670.0,425163880.0,0.056,17.65,3.72,1.12,2020-04-01
2020,April,USA,3 Series,11414,48204.0,550200456.0,0.073,19.81,3.52,1.16,2020-04-01
2020,April,USA,5 Series,7899,62459.0,493363641.0,0.076,19.81,3.52,1.16,2020-04-01
2020,April,USA,X3,5816,57241.0,332913656.0,0.068,19.81,3.52,1.16,2020-04-01
2020,April,USA,X5,11285,68625.0,774433125.0,0.087,19.81,3.52,1.16,2020-04-01
2020,April,USA,X7,7777,93214.0,724925278.0,0.07,19.81,3.52,1.16,2020-04-01
2020,April,USA,i4,9247,63277.0,585122419.0,0.072,19.81,3.52,1.16,2020-04-01
2020,April,USA,iX,2751,76270.0,209818770.0,0.077,19.81,3.52,1.16,2020-04-01
2020,April,USA,MINI,2542,43096.0,109550032.0,0.061,19.81,3.52,1.16,2020-04-01
2020,April,RestOfWorld,3 Series,6307,48910.0,308475370.0,0.079,5.29,3.39,1.14,2020-04-01
2020,April,RestOfWorld,5 Series,6024,61994.0,373451856.0,0.071,5.29,3.39,1.14,2020-04-01
2020,April,RestOfWorld,X3,11260,57592.0,648485920.0,0.082,5.29,3.39,1.14,2020-04-01
2020,April,RestOfWorld,X5,5141,67158.0,345259278.0,0.061,5.29,3.39,1.14,2020-04-01
2020,April,RestOfWorld,X7,7331,92993.0,681731683.0,0.059,5.29,3.39,1.14,2020-04-01
2020,April,RestOfWorld,i4,4477,66809.0,299103893.0,0.068,5.29,3.39,1.14,2020-04-01
2020,April,RestOfWorld,iX,5319,75500.0,401584500.0,0.09,5.29,3.39,1.14,2020-04-01
2020,April,RestOfWorld,MINI,10127,43365.0,439157355.0,0.07,5.29,3.39,1.14,2020-04-01
2020,May,Europe,3 Series,7638,46492.0,355105896.0,0.069,17.21,1.69,1.11,2020-05-01
2020,May,Europe,5 Series,11390,63232.0,720212480.0,0.081,17.21,1.69,1.11,2020-05-01
2020,May,Europe,X3,10460,57605.0,602548300.0,0.066,17.21,1.69,1.11,2020-05-01
2020,May,Europe,X5,12050,69607.0,838764350.0,0.076,17.21,1.69,1.11,2020-05-01
2020,May,Europe,X7,5279,91624.0,483683096.0,0.054,17.21,1.69,1.11,2020-05-01
2020,May,Europe,i4,9753,65006.0,634003518.0,0.075,17.21,1.69,1.11,2020-05-01
2020,May,Europe,iX,11641,74283.0,864728403.0,0.072,17.21,1.69,1.11,2020-05-01
2020,May,Europe,MINI,3140,40882.0,128369480.0,0.07,17.21,1.69,1.11,2020-05-01
2020,May,China,3 Series,11012,48525.0,534357300.0,0.08,18.89,2.18,1.14,2020-05-01
2020,May,China,5 Series,5964,62019.0,369881316.0,0.067,18.89,2.18,1.14,2020-05-01
2020,May,China,X3,9542,59667.0,569342514.0,0.085,18.89,2.18,1.14,2020-05-01
2020,May,China,X5,8532,69140.0,589902480.0,0.068,18.89,2.18,1.14,2020-05-01
2020,May,China,X7,10852,93619.0,1015953388.0,0.081,18.89,2.18,1.14,2020-05-01
2020,May,China,i4,4164,66583.0,277251612.0,0.073,18.89,2.18,1.14,2020-05-01
2020,May,China,iX,6554,76638.0,502285452.0,0.065,18.89,2.18,1.14,2020-05-01
2020,May,China,MINI,11716,41626.0,487690216.0,0.075,18.89,2.18,1.14,2020-05-01
2020,May,USA,3 Series,6492,49336.0,320289312.0,0.062,16.82,2.16,1.08,2020-05-01
2020,May,USA,5 Series,10499,63318.0,664775682.0,0.073,16.82,2.16,1.08,2020-05-01
2020,May,USA,X3,11437,56600.0,647334200.0,0.07,16.82,2.16,1.08,2020-05-01
2020,May,USA,X5,6970,70824.0,493643280.0,0.076,16.82,2.16,1.08,2020-05-01
2020,May,USA,X7,11752,93929.0,1103853608.0,0.069,16.82,2.16,1.08,2020-05-01
2020,May,USA,i4,5301,66088.0,350332488.0,0.063,16.82,2.16,1.08,2020-05-01
2020,May,USA,iX,6917,76008.0,525747336.0,0.052,16.82,2.16,1.08,2020-05-01
2020,May,USA,MINI,4693,41792.0,196129856.0,0.086,16.82,2.16,1.08,2020-05-01
2020,May,RestOfWorld,3 Series,6746,47960.0,323538160.0,0.074,5.44,3.01,1.07,2020-05-01
2020,May,RestOfWorld,5 Series,5316,61603.0,327481548.0,0.061,5.44,3.01,1.07,2020-05-01
2020,May,RestOfWorld,X3,9992,58146.0,580994832.0,0.09,5.44,3.01,1.07,2020-05-01
2020,May,RestOfWorld,X5,3657,67699.0,247575243.0,0.054,5.44,3.01,1.07,2020-05-01
2020,May,RestOfWorld,X7,10039,92838.0,932000682.0,0.084,5.44,3.01,1.07,2020-05-01
2020,May,RestOfWorld,i4,11645,63083.0,734601535.0,0.065,5.44,3.01,1.07,2020-05-01
2020,May,RestOfWorld,iX,3949,76975.0,303974275.0,0.056,5.44,3.01,1.07,2020-05-01
2020,May,RestOfWorld,MINI,9260,41391.0,383280660.0,0.072,5.44,3.01,1.07,2020-05-01
2020,June,Europe,3 Series,8243,49351.0,406800293.0,0.044,15.45,3.89,1.09,2020-06-01
2020,June,Europe,5 Series,7120,62583.0,445590960.0,0.072,15.45,3.89,1.09,2020-06-01
2020,June,Europe,X3,6500,56278.0,365807000.0,0.052,15.45,3.89,1.09,2020-06-01
2020,June,Europe,X5,3591,67862.0,243692442.0,0.073,15.45,3.89,1.09,2020-06-01
2020,June,Europe,X7,12761,93580.0,1194174380.0,0.087,15.45,3.89,1.09,2020-06-01
2020,June,Europe,i4,7383,63699.0,470289717.0,0.094,15.45,3.89,1.09,2020-06-01
2020,June,Europe,iX,9263,76388.0,707582044.0,0.063,15.45,3.89,1.09,2020-06-01
2020,June,Europe,MINI,7936,41538.0,329645568.0,0.06,15.45,3.89,1.09,2020-06-01
2020,June,China,3 Series,6692,46305.0,309873060.0,0.067,19.12,2.41,1.07,2020-06-01
2020,June,China,5 Series,6120,60868.0,372512160.0,0.081,19.12,2.41,1.07,2020-06-01
2020,June,China,X3,10703,59256.0,634216968.0,0.061,19.12,2.41,1.07,2020-06-01
2020,June,China,X5,8268,70450.0,582480600.0,0.061,19.12,2.41,1.07,2020-06-01
2020,June,China,X7,11326,92708.0,1050010808.0,0.064,19.12,2.41,1.07,2020-06-01
2020,June,China,i4,5236,65800.0,344528800.0,0.084,19.12,2.41,1.07,2020-06-01
2020,June,China,iX,12782,76273.0,974921486.0,0.071,19.12,2.41,1.07,2020-06-01
2020,June,China,MINI,8206,42209.0,346367054.0,0.062,19.12,2.41,1.07,2020-06-01
2020,June,USA,3 Series,6217,46152.0,286926984.0,0.054,20.67,3.42,1.14,2020-06-01
2020,June,USA,5 Series,9624,62964.0,605965536.0,0.078,20.67,3.42,1.14,2020-06-01
2020,June,USA,X3,6179,59875.0,369967625.0,0.09,20.67,3.42,1.14,2020-06-01
2020,June,USA,X5,4202,69536.0,292190272.0,0.101,20.67,3.42,1.14,2020-06-01
2020,June,USA,X7,11497,91914.0,1056735258.0,0.081,20.67,3.42,1.14,2020-06-01
2020,June,USA,i4,11502,66072.0,759960144.0,0.08,20.67,3.42,1.14,2020-06-01
2020,June,USA,iX,13639,74661.0,1018301379.0,0.081,20.67,3.42,1.14,2020-06-01
2020,June,USA,MINI,7187,43489.0,312555443.0,0.079,20.67,3.42,1.14,2020-06-01
2020,June,RestOfWorld,3 Series,7995,49408.0,395016960.0,0.061,5.69,2.46,1.12,2020-06-01
2020,June,RestOfWorld,5 Series,11942,60560.0,723207520.0,0.075,5.69,2.46,1.12,2020-06-01
2020,June,RestOfWorld,X3,13748,56191.0,772513868.0,0.063,5.69,2.46,1.12,2020-06-01
2020,June,RestOfWorld,X5,7765,70920.0,550693800.0,0.089,5.69,2.46,1.12,2020-06-01
2020,June,RestOfWorld,X7,11200,92911.0,1040603200.0,0.083,5.69,2.46,1.12,2020-06-01
2020,June,RestOfWorld,i4,4257,66523.0,283188411.0,0.036,5.69,2.46,1.12,2020-06-01
2020,June,RestOfWorld,iX,9949,74824.0,744423976.0,0.073,5.69,2.46,1.12,2020-06-01
2020,June,RestOfWorld,MINI,4422,40673.0,179856006.0,0.067,5.69,2.46,1.12,2020-06-01
2020,July,Europe,3 Series,6466,47191.0,305137006.0,0.073,18.93,1.48,1.09,2020-07-01
2020,July,Europe,5 Series,4773,61476.0,293424948.0,0.088,18.93,1.48,1.09,2020-07-01
2020,July,Europe,X3,8988,59311.0,533087268.0,0.06,18.93,1.48,1.09,2020-07-01
2020,July,Europe,X5,4385,68506.0,300398810.0,0.07,18.93,1.48,1.09,2020-07-01
2020,July,Europe,X7,11429,91481.0,1045536349.0,0.06,18.93,1.48,1.09,2020-07-01
2020,July,Europe,i4,9824,66731.0,655565344.0,0.067,18.93,1.48,1.09,2020-07-01
2020,July,Europe,iX,9830,76447.0,751474010.0,0.059,18.93,1.48,1.09,2020-07-01
2020,July,Europe,MINI,5632,40882.0,230247424.0,0.06,18.93,1.48,1.09,2020-07-01
2020,July,China,3 Series,11143,46594.0,519196942.0,0.082,16.19,2.22,1.1,2020-07-01
2020,July,China,5 Series,7144,60463.0,431947672.0,0.073,16.19,2.22,1.1,2020-07-01
2020,July,China,X3,9859,56139.0,553474401.0,0.058,16.19,2.22,1.1,2020-07-01
2020,July,China,X5,3951,69949.0,276368499.0,0.066,16.19,2.22,1.1,2020-07-01
2020,July,China,X7,5707,93140.0,531549980.0,0.08,16.19,2.22,1.1,2020-07-01
2020,July,China,i4,8822,63887.0,563611114.0,0.068,16.19,2.22,1.1,2020-07-01
2020,July,China,iX,5643,73018.0,412040574.0,0.065,16.19,2.22,1.1,2020-07-01
2020,July,China,MINI,7372,42244.0,311422768.0,0.053,16.19,2.22,1.1,2020-07-01
2020,July,USA,3 Series,4972,49474.0,245984728.0,0.058,19.49,3.16,1.1,2020-07-01
2020,July,USA,5 Series,10894,61845.0,673739430.0,0.075,19.49,3.16,1.1,2020-07-01
2020,July,USA,X3,10215,58385.0,596402775.0,0.067,19.49,3.16,1.1,2020-07-01
2020,July,USA,X5,5297,67360.0,356805920.0,0.065,19.49,3.16,1.1,2020-07-01
2020,July,USA,X7,8923,92369.0,824208587.0,0.074,19.49,3.16,1.1,2020-07-01
2020,July,USA,i4,3038,66641.0,202455358.0,0.07,19.49,3.16,1.1,2020-07-01
2020,July,USA,iX,4519,74968.0,338780392.0,0.073,19.49,3.16,1.1,2020-07-01
2020,July,USA,MINI,6346,41712.0,264704352.0,0.057,19.49,3.16,1.1,2020-07-01
2020,July,RestOfWorld,3 Series,10975,48213.0,529137675.0,0.078,5.41,1.5,1.08,2020-07-01
2020,July,RestOfWorld,5 Series,6663,60153.0,400799439.0,0.091,5.41,1.5,1.08,2020-07-01
2020,July,RestOfWorld,X3,4046,56949.0,230415654.0,0.069,5.41,1.5,1.08,2020-07-01
2020,July,RestOfWorld,X5,4727,70179.0,331736133.0,0.072,5.41,1.5,1.08,2020-07-01
2020,July,RestOfWorld,X7,6096,92849.0,566007504.0,0.057,5.41,1.5,1.08,2020-07-01
2020,July,RestOfWorld,i4,4271,64306.0,274650926.0,0.078,5.41,1.5,1.08,2020-07-01
2020,July,RestOfWorld,iX,6393,76397.0,488406021.0,0.089,5.41,1.5,1.08,2020-07-01
2020,July,RestOfWorld,MINI,6741,41082.0,276933762.0,0.064,5.41,1.5,1.08,2020-07-01
2020,August,Europe,3 Series,11952,49386.0,590261472.0,0.092,20.63,4.02,1.11,2020-08-01
2020,August,Europe,5 Series,7307,62994.0,460297158.0,0.06,20.63,4.02,1.11,2020-08-01
2020,August,Europe,X3,11329,58028.0,657399212.0,0.056,20.63,4.02,1.11,2020-08-01
2020,August,Europe,X5,11051,68472.0,756684072.0,0.084,20.63,4.02,1.11,2020-08-01
2020,August,Europe,X7,6944,93235.0,647423840.0,0.055,20.63,4.02,1.11,2020-08-01
2020,August,Europe,i4,2600,64920.0,168792000.0,0.075,20.63,4.02,1.11,2020-08-01
2020,August,Europe,iX,10389,73617.0,764807013.0,0.081,20.63,4.02,1.11,2020-08-01
2020,August,Europe,MINI,9637,43871.0,422784827.0,0.067,20.63,4.02,1.11,2020-08-01
2020,August,China,3 Series,4348,49578.0,215565144.0,0.061,17.49,3.65,1.07,2020-08-01
2020,August,China,5 Series,3891,63198.0,245903418.0,0.069,17.49,3.65,1.07,2020-08-01
2020,August,China,X3,6219,58962.0,366684678.0,0.042,17.49,3.65,1.07,2020-08-01
2020,August,China,X5,3382,70856.0,239634992.0,0.076,17.49,3.65,1.07,2020-08-01
2020,August,China,X7,6684,92259.0,616659156.0,0.057,17.49,3.65,1.07,2020-08-01
2020,August,China,i4,11137,65804.0,732859148.0,0.077,17.49,3.65,1.07,2020-08-01
2020,August,China,iX,10917,74389.0,812104713.0,0.069,17.49,3.65,1.07,2020-08-01
2020,August,China,MINI,6710,42346.0,284141660.0,0.068,17.49,3.65,1.07,2020-08-01
2020,August,USA,3 Series,6974,47526.0,331446324.0,0.053,18.25,4.71,1.09,2020-08-01
2020,August,USA,5 Series,3888,61573.0,239395824.0,0.083,18.25,4.71,1.09,2020-08-01
2020,August,USA,X3,6918,58551.0,405055818.0,0.052,18.25,4.71,1.09,2020-08-01
2020,August,USA,X5,4524,67869.0,307039356.0,0.069,18.25,4.71,1.09,2020-08-01
2020,August,USA,X7,3538,90690.0,320861220.0,0.072,18.25,4.71,1.09,2020-08-01
2020,August,USA,i4,11263,63489.0,715076607.0,0.087,18.25,4.71,1.09,2020-08-01
2020,August,USA,iX,9429,76928.0,725354112.0,0.072,18.25,4.71,1.09,2020-08-01
2020,August,USA,MINI,2813,41392.0,116435696.0,0.078,18.25,4.71,1.09,2020-08-01
2020,August,RestOfWorld,3 Series,7861,49697.0,390668117.0,0.07,6.75,2.58,1.14,2020-08-01
2020,August,RestOfWorld,5 Series,8295,61572.0,510739740.0,0.083,6.75,2.58,1.14,2020-08-01
2020,August,RestOfWorld,X3,10268,57162.0,586939416.0,0.065,6.75,2.58,1.14,2020-08-01
2020,August,RestOfWorld,X5,9920,68228.0,676821760.0,0.079,6.75,2.58,1.14,2020-08-01
2020,August,RestOfWorld,X7,9480,90874.0,861485520.0,0.053,6.75,2.58,1.14,2020-08-01
2020,August,RestOfWorld,i4,10576,66035.0,698386160.0,0.086,6.75,2.58,1.14,2020-08-01
2020,August,RestOfWorld,iX,5818,75981.0,442057458.0,0.08,6.75,2.58,1.14,2020-08-01
2020,August,RestOfWorld,MINI,10887,43456.0,473105472.0,0.06,6.75,2.58,1.14,2020-08-01
2020,September,Europe,3 Series,3196,47619.0,152190324.0,0.071,20.6,4.49,1.1,2020-09-01
2020,September,Europe,5 Series,3850,60963.0,234707550.0,0.072,20.6,4.49,1.1,2020-09-01
2020,September,Europe,X3,3142,56745.0,178292790.0,0.069,20.6,4.49,1.1,2020-09-01
2020,September,Europe,X5,7119,68688.0,488989872.0,0.078,20.6,4.49,1.1,2020-09-01
2020,September,Europe,X7,12788,93927.0,1201138476.0,0.067,20.6,4.49,1.1,2020-09-01
2020,September,Europe,i4,10256,64772.0,664301632.0,0.072,20.6,4.49,1.1,2020-09-01
2020,September,Europe,iX,5936,73621.0,437014256.0,0.076,20.6,4.49,1.1,2020-09-01
